,close,high,low,open,time,volumefrom,volumeto,timestamp
0,10336.32,10343.89,10334.87,10341.99,1519866900,61.89,641382.15,2018-02-28 20:15:00
1,10348.38,10348.38,10336.32,10336.32,1519866960,97.36,1009405.86,2018-02-28 20:16:00
2,10352.68,10352.94,10347.21,10348.38,1519867020,34.83,365007.35,2018-02-28 20:17:00
3,10347.05,10352.98,10346.31,10352.98,1519867080,21.67,224279.45,2018-02-28 20:18:00
4,10365.66,10365.66,10343.96,10347.05,1519867140,81.15,841669.69,2018-02-28 20:19:00
5,10372.53,10375.17,10364.16,10364.95,1519867200,21.41,223220.53,2018-02-28 20:20:00
6,10375.28,10375.54,10371.5,10372.53,1519867260,13.78,143482.83,2018-02-28 20:21:00
7,10377.09,10377.38,10374.05,10374.88,1519867320,24.17,251262.38,2018-02-28 20:22:00
8,10380.03,10381.0,10376.27,10377.02,1519867380,29.56,309694.44,2018-02-28 20:23:00
9,10385.87,10385.87,10380.01,10380.03,1519867440,33.88,352869.64,2018-02-28 20:24:00
10,10408.29,10408.29,10386.21,10386.21,1519867500,59.87,622001.59,2018-02-28 20:25:00
11,10398.44,10408.45,10394.52,10408.29,1519867560,51.85,538803.9,2018-02-28 20:26:00
12,10395.81,10399.52,10395.76,10398.44,1519867620,20.37,211516.52,2018-02-28 20:27:00
13,10396.29,10396.85,10393.34,10395.81,1519867680,20.31,211050.21,2018-02-28 20:28:00
14,10398.33,10398.33,10395.48,10396.29,1519867740,15.03,156748.24,2018-02-28 20:29:00
15,10399.24,10399.24,10395.59,10398.33,1519867800,12.9,134524.5,2018-02-28 20:30:00
16,10399.04,10399.47,10398.51,10399.24,1519867860,14.91,155638.56,2018-02-28 20:31:00
17,10397.95,10399.96,10397.95,10399.05,1519867920,10.6,110298.91,2018-02-28 20:32:00
18,10382.49,10398.67,10382.49,10398.67,1519867980,49.04,509024.37,2018-02-28 20:33:00
19,10380.94,10382.69,10375.59,10382.49,1519868040,11.32,119295.6,2018-02-28 20:34:00
20,10386.38,10387.73,10378.52,10380.94,1519868100,13.7,143134.04,2018-02-28 20:35:00
21,10382.67,10386.38,10380.54,10386.38,1519868160,12.24,128772.88,2018-02-28 20:36:00
22,10380.06,10383.17,10377.45,10382.66,1519868220,10.33,107685.46,2018-02-28 20:37:00
23,10378.86,10381.27,10378.26,10380.06,1519868280,21.33,220904.63,2018-02-28 20:38:00
24,10375.8,10378.37,10375.24,10378.37,1519868340,6.59,68553.87,2018-02-28 20:39:00
25,10364.27,10376.13,10361.25,10376.13,1519868400,138.33,1429423.83,2018-02-28 20:40:00
26,10354.57,10364.04,10354.14,10364.04,1519868460,20.91,220239.53,2018-02-28 20:41:00
27,10362.28,10362.77,10356.32,10356.32,1519868520,19.91,207336.76,2018-02-28 20:42:00
28,10368.95,10368.95,10361.79,10362.56,1519868580,15.68,163430.4,2018-02-28 20:43:00
29,10368.71,10370.09,10368.45,10368.95,1519868640,17.81,186706.25,2018-02-28 20:44:00
30,10369.9,10370.55,10368.22,10368.71,1519868700,18.83,197682.79,2018-02-28 20:45:00
31,10367.86,10370.84,10365.71,10369.9,1519868760,15.63,161816.87,2018-02-28 20:46:00
32,10366.28,10369.49,10364.08,10368.81,1519868820,47.57,493212.66,2018-02-28 20:47:00
33,10368.04,10368.04,10365.46,10366.28,1519868880,10.04,103843.17,2018-02-28 20:48:00
34,10368.71,10369.76,10367.6,10368.04,1519868940,9.05,94380.13,2018-02-28 20:49:00
35,10367.31,10368.83,10367.24,10368.83,1519869000,8.24,86514.08,2018-02-28 20:50:00
36,10369.34,10370.54,10367.23,10367.31,1519869060,13.12,136008.71,2018-02-28 20:51:00
37,10387.27,10387.67,10369.34,10369.34,1519869120,112.56,1167877.51,2018-02-28 20:52:00
38,10389.81,10390.11,10387.02,10387.27,1519869180,49.56,516287.96,2018-02-28 20:53:00
39,10387.52,10390.0,10387.24,10389.81,1519869240,1.88,19555.69,2018-02-28 20:54:00
40,10392.2,10392.55,10387.52,10387.52,1519869300,8.17,85147.96,2018-02-28 20:55:00
41,10393.61,10394.08,10392.2,10392.2,1519869360,12.09,125477.5,2018-02-28 20:56:00
42,10392.17,10394.31,10392.09,10393.56,1519869420,17.59,186329.52,2018-02-28 20:57:00
43,10390.7,10392.51,10390.7,10391.44,1519869480,13.53,142668.41,2018-02-28 20:58:00
44,10413.46,10413.85,10387.35,10390.07,1519869540,193.74,2016510.26,2018-02-28 20:59:00
45,10426.56,10428.97,10412.67,10413.46,1519869600,172.03,1793734.89,2018-02-28 21:00:00
46,10422.05,10426.56,10415.86,10426.56,1519869660,101.27,1055263.45,2018-02-28 21:01:00
47,10425.75,10429.1,10420.9,10422.05,1519869720,22.16,232855.96,2018-02-28 21:02:00
48,10446.05,10446.05,10425.75,10425.75,1519869780,117.28,1224621.93,2018-02-28 21:03:00
49,10445.99,10447.14,10443.64,10446.54,1519869840,26.39,275275.8,2018-02-28 21:04:00
50,10451.48,10451.48,10445.99,10445.99,1519869900,0.0,0.0,2018-02-28 21:05:00
